,Date,Close,High,Low,Open,Volume,MA_30,EMA_14,RSI_14,EMA_12,EMA_26,MACD,MACD_Signal,ATR_14,SMA_20,STD_20,Upper_BB,Lower_BB
0,2022-01-03,18.530000686645508,18.569000244140625,17.860000610351562,18.36000061035156,34283600,,18.530000686645508,,18.530000686645508,18.530000686645508,0.0,0.0,,,,,
1,2022-01-04,18.170000076293945,18.84000015258789,17.790000915527344,18.61000061035156,39643200,,18.4820006052653,,18.474615977360653,18.503333974767614,-0.028717997406960905,-0.005743599481392182,,,,,
2,2022-01-05,16.959999084472656,18.56800079345703,16.8700008392334,18.030000686645508,58445900,,18.279067069159613,,18.241597993839424,18.389012871782803,-0.1474148779433797,-0.03407785517378969,,,,,
3,2022-01-06,16.739999771118164,17.18000030517578,16.05500030517578,16.8700008392334,49737100,,18.07385809608742,,18.010582882651537,18.266863753215056,-0.25628087056351845,-0.07851845825173545,,,,,
4,2022-01-07,16.559999465942383,17.329999923706055,16.475000381469727,16.700000762939453,37989300,,17.87201027873475,,17.78741620315782,18.14042936156523,-0.353013158407407,-0.13341739828286975,,,,,
5,2022-01-10,16.5,16.56999969482422,15.350000381469728,16.190000534057617,77649400,,17.68907557490345,,17.58935217190277,18.01891607552336,-0.4295639036205898,-0.19264669935041379,,,,,
6,2022-01-11,16.889999389648438,17.25,16.31999969482422,16.399999618530273,47442600,,17.582532083536115,,17.481759436171338,17.935292617310402,-0.4535331811390648,-0.244823995708144,,,,,
7,2022-01-12,16.719999313354492,17.459999084472656,16.399999618530273,17.15999984741211,39784200,,17.467527714178566,,17.36456557112259,17.845270891091445,-0.48070531996885535,-0.2920002605602863,,,,,
8,2022-01-13,16.010000228881836,16.81999969482422,15.9399995803833,16.799999237060547,35492200,,17.273190716139002,,17.156170903085552,17.709324916112955,-0.5531540130274024,-0.3442310110537095,,,,,
9,2022-01-14,16.010000228881836,16.249000549316406,15.619999885559082,15.9399995803833,35624900,,17.104765317838048,,16.979836953208057,17.583449013355093,-0.6036120601470358,-0.3961072208723748,,,,,
10,2022-01-18,14.970000267028809,15.75,14.920000076293944,15.449999809265137,49067700,,16.82012997773015,,16.67063130918048,17.389860217330924,-0.7192289081504448,-0.46073155832798884,,,,,
11,2022-01-19,14.5600004196167,15.25,14.539999961853027,14.899999618530272,48049100,,16.51877936998169,,16.345918864632203,17.180240973055795,-0.8343221084235921,-0.5354496683471095,,,,,
12,2022-01-20,14.619999885559082,15.550000190734863,14.56999969482422,14.890000343322754,44690400,,16.265608772058677,,16.080392867851725,16.990593485093076,-0.910200617241351,-0.6103998581259579,,,,,
13,2022-01-21,13.529999732971191,14.477999687194824,13.5,14.25,73031300,,15.900860900180346,7.627100973281429,15.688024693254718,16.734253207158122,-1.0462285139034044,-0.6975655892814472,1.0047141483851842,,,,
14,2022-01-24,13.399999618530272,13.40999984741211,11.75,12.789999961853027,110518900,,15.56741272929367,7.462669099301081,15.336020835604803,16.487271459852355,-1.1512506242475524,-0.7883025962746683,1.081214155469622,,,,
15,2022-01-25,13.0600004196167,13.600000381469728,12.829999923706056,13.119999885559082,47456600,,15.233091088003407,7.487505036148406,14.98586384852971,16.23339953094601,-1.2475356824162986,-0.8801492135029944,1.0612142426627023,,,,
16,2022-01-26,12.75,13.81999969482422,12.68000030517578,13.600000381469728,69949700,,14.90201227626962,8.80624535760009,14.641884794909755,15.97536993606112,-1.3334851411513657,-0.9708163990326686,1.02135705947876,,,,
17,2022-01-27,12.279999732971191,13.0600004196167,12.199999809265137,13.010000228881836,52622900,,14.55241060382983,8.395504562426098,14.278517862303822,15.701638809906312,-1.4231209476024897,-1.0612773087466327,1.0024285316467287,,,,
18,2022-01-28,12.710000038146973,12.880000114440918,11.890000343322754,12.300000190734863,54887500,,14.306755861738784,15.686265843367167,14.037207427818153,15.480035937924137,-1.4428285101059846,-1.137587549018503,1.0120714051382884,,,,
19,2022-01-31,13.710000038146973,13.739999771118164,12.760000228881836,12.770000457763672,51039300,,14.22718841859321,28.702284785862204,13.986867829407203,15.348922167570272,-1.3620543381630696,-1.1824809068474165,0.9985000065394815,15.233999919891357,1.9157337132826737,19.065467346456703,11.40253249332601
20,2022-02-01,14.199999809265137,14.369999885559082,13.5600004196167,14.229999542236328,69012900,,14.223563270682801,29.774435184480083,14.019657364769962,15.263816807695818,-1.2441594429258558,-1.1948166140631045,0.9899285180228101,15.017499876022338,1.7621572804284666,18.54181443687927,11.493185315165405
21,2022-02-02,13.31999969482422,14.199999809265137,13.1899995803833,14.09000015258789,47204300,,14.10308812723499,26.902172434194526,13.912017723239847,15.119830354890514,-1.2078126316506665,-1.1974158175806169,0.9863571439470568,14.774999856948853,1.6345913943924664,18.044182645733784,11.50581706816392
22,2022-02-03,12.449999809265137,13.31999969482422,12.420000076293944,12.949999809265137,47236900,,13.882676351505676,26.32978288309208,13.68709189032066,14.922065129288635,-1.2349732389679744,-1.2049273018580884,0.9877856799534396,14.549499893188477,1.6283716508112165,17.80624319481091,11.292756591566043
23,2022-02-04,12.9399995803833,13.09000015258789,12.265000343322754,12.470000267028809,38989200,,13.756986115356026,30.836448649872068,13.57215461186876,14.77524545899935,-1.203090847130591,-1.204560010912589,1.0017856189182832,14.359499883651733,1.5803146238941093,17.52012913143995,11.198870635863514
24,2022-02-07,12.979999542236328,13.600000381469728,12.9399995803833,13.024999618530272,45646100,,13.653387905606733,35.8059848035179,13.481053831925308,14.642264279979866,-1.1612104480545575,-1.1958900983409828,0.9710713795253215,14.18049988746643,1.5195306530739432,17.219561193614318,11.141438581318544
25,2022-02-08,13.149999618530272,13.189000129699709,12.619999885559082,12.75,30317100,,13.586269467329872,39.58640395590332,13.430122414479918,14.531726156909524,-1.1016037424296066,-1.1770328271587076,0.9609999656677254,14.012999868392944,1.432539511927517,16.878078892247977,11.14792084453791
26,2022-02-09,13.869999885559082,13.890000343322754,13.260000228881836,13.289999961853027,34451900,,13.624100189760433,44.95289388159549,13.49779587156902,14.482709396068751,-0.9849135244997314,-1.1386089666269124,0.9431428909301767,13.861999893188477,1.262381260929814,16.386762415048103,11.337237371328849
27,2022-02-10,13.5600004196167,14.164999961853027,13.369999885559082,13.5,41998200,,13.61555355374127,50.22556908546213,13.507365802037892,14.414360582998228,-0.9069947809603356,-1.092286129493597,0.9199286188398098,13.703999948501586,1.0687495363356416,15.841499021172869,11.566500875830304
