Date,Close,High,Low,Open,Volume,MA_30,EMA_14,RSI_14,MACD,MACD_Signal,ATR_14,BB_Middle,BB_Upper,BB_Lower
2022-01-03,30.070985794067383,30.66000627931691,29.7355432643999,29.765494136324676,391547000,,30.070985794067383,,0.0,0.0,,,,
2022-01-04,29.241369247436523,30.417412851826413,28.30193165250415,30.226729994008146,527154000,,29.960370254516604,,-0.06618023733807377,-0.013236047467614753,,,,
2022-01-05,27.558168411254883,29.36716017203784,27.48728714758041,28.90093458526993,498064000,,29.64007667541504,,-0.2515490912745513,-0.06089865622900206,,,,
2022-01-06,28.13121223449707,28.390780754278317,27.02006131577948,27.59410543283081,454186000,,29.43889474995931,,-0.34820154545304405,-0.11835923407381047,,,,
2022-01-07,27.201759338378903,28.374809533146287,27.012074277608804,28.094275963122143,409939000,,29.14061002841526,,-0.4941026845088352,-0.19350792416081541,,,,
2022-01-10,27.35450553894043,27.42339121729119,25.601420627020225,26.53686513650819,594681000,,28.90246276315195,,-0.5905970118210426,-0.2729257416928609,,,,
2022-01-11,27.77081298828125,28.018402313902374,26.794438092260435,27.2776337278584,404089000,,28.751576126502524,,-0.6262578191772477,-0.34359215718973823,,,,
2022-01-12,27.952510833740234,28.547519997704025,27.56215930614576,28.02039681407297,383413000,,28.64503408746755,,-0.6325659418934819,-0.401386914130487,,,,
2022-01-13,26.530874252319336,28.432709872765688,26.454000538070343,28.331877745975987,540171000,,28.36314610944779,,-0.7437063813783134,-0.46985080758005227,,,,
2022-01-14,26.897266387939453,27.151844065989813,26.16648141101836,26.25633213219121,395832000,,28.167695479913345,,-0.7930790752115087,-0.5344964611063435,,,,
2022-01-18,25.85999298095703,26.59377326564465,25.72721438047937,26.2164006022105,424270000,,27.860001813385836,,-0.9054689039829888,-0.6086909496816726,,,,
2022-01-19,25.025375366210938,26.49892428199784,25.01040088323849,26.035695963301865,488315000,,27.482051620429182,,-1.0497840621286194,-0.696909572171062,,,,
2022-01-20,24.10990333557129,25.536531617661183,24.038022374582336,25.261988581437013,435181000,,27.032431849114797,,-1.223917250446128,-0.8023111078260753,,,,
2022-01-21,23.33519172668457,24.781785297777425,23.22437596365487,23.46797032239666,718958000,,26.539466499457433,16.707781950478406,-1.408198967922928,-0.9234886798454458,1.4545095292351302,,,
2022-01-24,23.333192825317383,23.3411789632301,20.85331801034265,22.2929231470104,913982000,,26.111963342905426,16.704481233531553,-1.5366908359363514,-1.046129111063627,1.566180810518733,,,
2022-01-25,22.28693199157715,22.904905572344614,21.96347056463895,22.5085634982334,664616000,,25.601959162728324,16.354312273434815,-1.7033113593114848,-1.1775655607131987,1.5129123149013168,,,
2022-01-26,22.73419189453125,24.017058306689155,22.26297541590062,23.20141530364192,755959000,,25.21959019363538,23.491346375766227,-1.7787646960869807,-1.2978053877879552,1.5039273053535387,,,
2022-01-27,21.907564163208008,23.955159252338134,21.639009808623182,23.52886820255398,573353000,,24.777986722911734,16.72719634211505,-1.88355154881053,-1.4149546199924703,1.5714580200118324,,,
2022-01-28,22.802078247070312,22.820048010786028,21.2606411698598,21.975451978511124,543774000,,24.514532259466215,26.390268946433054,-1.8728272865757383,-1.506529153309124,1.585505990396743,,,
2022-01-31,24.44534492492676,24.46830745303142,23.01372584022643,23.14350915791692,564680000,,24.50530728152762,36.541678814031336,-1.711995525205797,-1.5476224276884587,1.5743816058031819,25.72746162414551,30.679373561403782,20.775549686887235
2022-02-01,24.59709358215332,25.10325177065728,23.850334402918143,25.062319478076446,518925000,,24.517545454944383,34.94937153332987,-1.5543725084539375,-1.5489724438415544,1.5764496876672673,25.453767013549804,29.981811929439495,20.925722097660113
2022-02-02,25.200092315673828,25.77413652411393,24.512235152700143,25.75117589828549,543419000,,24.60855170304164,37.448818881201355,-1.3650625820176145,-1.5121904714767664,1.5962025933712332,25.25170316696167,29.413989490093847,21.08941684382949
2022-02-03,23.90823554992676,25.035360614903343,23.7405152363661,24.417388950040785,410178000,,24.51517621595966,37.89737460083865,-1.3042406713135044,-1.470600511444114,1.5591217179864034,25.069206523895264,29.124378741407934,21.014034306382595
2022-02-04,24.27861976623535,24.594095048880515,23.59276022101229,23.932195820431403,354829000,,24.48363535599642,37.92024745752631,-1.2121787163689923,-1.4189161524290899,1.56026258747903,24.876576900482178,28.677353224321273,21.075800576643083
2022-02-07,24.68694305419922,25.140187815077876,24.16181543294746,24.33153324651553,376868000,,24.510743049090127,44.255410328634284,-1.0936636037245329,-1.3538656426881785,1.546571185669768,24.750836086273193,28.390711755992207,21.110960416554178
2022-02-08,25.066312789916992,25.188109973378168,23.940185358317635,24.31855581216835,410359000,,24.584819014533707,50.20983235115668,-0.9580833672794533,-1.2747091876064336,1.5293855582627096,24.63642644882202,28.069698338074218,21.203154559569825
2022-02-09,26.660659790039062,26.68062703967792,25.31090532386906,25.57945778603928,524282000,,24.861597784601088,62.223680210418294,-0.7137568302568518,-1.1625187161365174,1.5376573444542867,24.580918788909912,27.831876866187812,21.329960711632012
2022-02-10,25.781124114990234,26.88029596975469,25.557496994561262,25.951841637597003,513200000,,24.98420129531964,61.60475493669467,-0.5843613142999438,-1.0468872357692027,1.5208994616736349,24.472349452972413,27.375653338291155,21.56904556765367
2022-02-11,23.90923500061035,26.10857820736212,23.73352853730769,25.872969995760105,605472000,,24.840872456025068,52.321181585122645,-0.6256481606170041,-0.962639420738763,1.512841512899848,24.34126749038696,27.085620460186867,21.596914520587056
2022-02-14,24.226707458496094,24.833697741952957,23.715556543470303,23.89426018632499,440424000,25.42880853017171,24.75898378968787,58.30412195958796,-0.6255400730783194,-0.8952195512066743,1.4948714370287208,24.207739543914794,26.674269055314255,21.741210032515333
2022-02-15,26.45100975036621,26.50092597097795,24.74285017482241,24.90757522618656,699869000,25.30814266204834,24.98458725111165,63.81035251822321,-0.4408895074435222,-0.8043535424540439,1.5320239814353867,24.237290382385254,26.79947497465966,21.675105790110848
2022-02-16,26.466981887817383,26.537865053396988,25.50957453823777,26.215401395235045,732676000,25.215663083394368,25.182239869339078,68.02714152469875,-0.2899217483894567,-0.7014671836411265,1.4400340579671198,24.309370708465575,27.04045057018704,21.57829084674411
2022-02-17,24.46630859375,25.742186483134223,24.124877394367974,25.587443159331453,810595000,25.11260108947754,25.086782365927203,56.05080497004057,-0.32793608314860023,-0.6267609635426212,1.4959410331473468,24.327190971374513,27.05744169378514,21.596940248963886
2022-02-18,23.602745056152344,24.94451334343625,23.06164517495329,24.62704055802701,761255000,24.961652183532713,24.88891072462389,46.75234547313281,-0.42287048992611176,-0.5859828688193194,1.5114152447560503,24.340568637847902,27.052916928156854,21.62822034753895
2022-02-22,23.351163864135746,24.024044576695577,22.961812008973915,22.99675374447912,633422000,24.83329900105794,24.683877809892138,45.234455181003256,-0.5124994166513979,-0.5712861783857351,1.4977949018976593,24.34146718978882,27.052421869500286,21.630512510077352
2022-02-23,22.349824905395508,24.114890646812214,22.26396917316092,23.762476173169897,566511000,24.66647631327311,24.372670755959255,39.42042163948381,-0.6567599523424903,-0.5883809331770862,1.5398677663431954,24.344611835479736,27.04565973703075,21.64356393392872
2022-02-24,23.70857048034668,23.76048419064876,20.855315804695252,20.980108267680137,735801000,24.53106822967529,24.284124052544243,49.26254813634228,-0.6539101842714068,-0.6014867833959503,1.6431242882464654,24.393330764770507,27.005771020589318,21.780890508951696
2022-02-25,24.11688804626465,24.176787885965197,23.342177486368666,23.681613084974376,528866000,24.40321413675944,24.26182591837363,49.40432200584592,-0.6116531506465144,-0.6035200568460631,1.631215400512773,24.50379695892334,26.846595052374244,22.160998865472433
2022-02-28,24.344512939453125,24.62404873092808,23.667639149845247,23.95216580180109,477319000,24.330335426330567,24.272850854517564,48.72177331276384,-0.5534172707071683,-0.5934994996182842,1.6296466290093743,24.58091869354248,26.785311837974575,22.376525549110383
2022-03-01,23.43801689147949,24.33652400952197,23.09359043235093,24.25066636648078,412056000,24.2150271097819,24.161539659445822,44.152017299752394,-0.5737971945735936,-0.5895590386093461,1.6298607641552074,24.530552291870116,26.793248270535017,22.267856313205215
2022-03-02,24.18390655517578,24.37262598823638,23.380107769790037,23.720599213830766,389642000,24.15915756225586,24.164521912209818,40.52751090275959,-0.5237242022701025,-0.5763920713414974,1.5854467619184514,24.50989294052124,26.777570469525084,22.242215411517396
2022-03-03,23.678659439086918,24.28974688051185,23.434023727575266,24.22584117872849,365095000,24.114267031351726,24.099740249126768,41.722002411237156,-0.5188294716659669,-0.5648795514063913,1.5520842031858195,24.433821296691896,26.7060820577845,22.161560535599293
2022-03-04,22.901819229125977,23.64470992553815,22.44849535444989,23.349151527595453,431415000,24.07399756113688,23.940017446459994,45.65921176513904,-0.5710521413984573,-0.5661140694048046,1.4703066613702909,24.383500480651854,26.747493483477474,22.019507477826235
2022-03-07,21.320178985595703,22.99867549826124,21.29821241150466,22.782995888751245,450821000,24.00683046976725,23.59070565167809,38.70657480886839,-0.7316303534488569,-0.5992173262136151,1.5119010819612855,24.23557844161987,26.9686322139982,21.50252466924154
2022-03-08,21.48194122314453,22.33966045254865,20.61922837788055,21.27724677653785,557467000,23.945122083028156,23.30953706120695,27.007172618548566,-0.8361977159807559,-0.6466134041670433,1.4723449078317314,24.07532835006714,27.061108860331707,21.08954783980257
2022-03-09,22.97970199584961,23.185394367769312,22.213844863846813,22.353635611315923,492742000,23.968214416503905,23.265559052492637,35.80962279998741,-0.7891149017260766,-0.67511370367885,1.5205708099364146,23.97099781036377,26.956801226223043,20.985194394504497
2022-03-10,22.624237060546875,22.754042502688897,21.849392444079047,22.49742550245267,428066000,23.964549255371093,23.18004945356654,41.345497611305156,-0.7715900717019615,-0.6944089772834723,1.4340140283879257,23.76917667388916,26.526414124711184,21.011939223067134
2022-03-11,22.067066192626957,23.110508973479305,22.01314581208539,22.987691175359625,367209000,23.969865989685058,23.031651685441265,42.571126880382266,-0.7935134214407604,-0.71422986611493,1.3779065278815654,23.583473777770998,26.269528935850254,20.89741861969174
2022-03-14,21.29821014404297,22.22882031872808,21.12746547113503,21.836406388025072,385354000,23.91973705291748,22.80052614658816,40.54213408752167,-0.8629801931010377,-0.7439799315121516,1.3807009764438074,23.452922534942626,26.320019928123006,20.585825141762246
2022-03-15,22.93876266479492,23.003666327858625,21.290224097223167,21.48593114309969,491996000,23.869517644246418,22.818957682349062,52.5622992738466,-0.7767009077822848,-0.7505241267661783,1.370881030514105,23.38852529525757,26.240259859527043,20.536790730988095
2022-03-16,24.459495544433597,24.56034486331442,23.137469206995515,23.46497952691432,671422000,23.864931042989095,23.037696063960333,53.2216497587083,-0.5789398601365043,-0.7162072734402435,1.2791963028402473,23.28894958496094,25.81038244469515,20.767516725226727
2022-03-17,24.729093551635746,24.804978602467045,23.87037454550637,24.08405633577292,471941000,23.849231084187824,23.26321572898372,52.658148806378804,-0.3958948694105864,-0.652144792634312,1.2863387069376861,23.202055168151855,25.355232744005214,21.048877592298496
2022-03-18,26.413576126098636,26.52940437839653,24.58730332281658,24.762041757956386,730719000,23.932742436726887,23.68326378193238,57.9748087247143,-0.11359725114212793,-0.5444352843358752,1.3567452408303373,23.29941854476929,25.835381459348167,20.76345563019041
2022-03-21,26.69416046142578,27.111538734360064,25.92830324059472,26.467499451096344,591727000,24.013260459899904,24.0847166725315,63.18641653657833,0.13125344805319017,-0.4092975378580621,1.3519104541634195,23.45398931503296,26.4098821195976,20.49809651046832
2022-03-22,26.48447608947754,27.19741284101541,26.033149961215305,26.687172710391504,547007000,24.073178227742513,24.40468459479097,59.739610813174785,0.30486531720403676,-0.26646496684564236,1.3641779299744026,23.61065492630005,26.86106641552231,20.36024343707779
2022-03-23,25.595800399780277,26.572341697060686,25.53688830770324,26.0870658845111,502120000,24.090827814737956,24.56350003545621,57.861126414149325,0.3665202557685454,-0.13986792232280482,1.3770158040044642,23.772953701019286,27.08191674093569,20.463990661102883
2022-03-24,28.108049392700195,28.27779612825921,25.86839196818945,26.12700677334034,877379000,24.13907413482666,25.036106616422078,68.68816856818917,0.6110558651244524,0.010316835166646623,1.480718064278886,23.992927646636964,27.82712313954424,20.158732153729687
2022-03-25,27.650732040405277,28.31573991417233,27.23035989874252,27.844443179935467,579016000,24.20139439900716,25.38472333961984,74.71927627087771,0.7591988373413194,0.16009323560158117,1.4367835591841167,24.169619846343995,28.338925626076925,20.000314066611065
2022-03-28,28.17694854736328,28.20790248898893,27.16545760949653,27.71463915464083,425494000,24.34365151723226,25.757020033985633,75.41890613843378,0.9085908151336213,0.30979275150798924,1.3883559023858523,24.361241626739503,28.900276844026152,19.822206409452853
2022-03-29,28.61329460144043,28.90286142916855,27.9383014382131,28.65223603857701,488984000,24.489871088663737,26.137856642979607,73.26405949046031,1.050089732929937,0.4578521477923788,1.3355778199809,24.620005512237547,29.513651854007367,19.726359170467727
2022-03-30,27.64873695373535,28.45353561046059,27.46201534649155,28.26182229218901,463487000,24.529795328776043,26.339307351080375,69.75501482365722,1.0720391042305835,0.5806895390800197,1.3370756559222083,24.793247032165528,29.864003403065013,19.722490661266043
2022-03-31,27.245338439941406,28.205904786908096,27.22936344064852,27.7405996036416,523440000,24.555740547180175,26.460111496261845,70.60880596566264,1.044838996836063,0.6735194306312284,1.3284455262697556,24.971580982208252,30.12744826106273,19.815713703353772
2022-04-01,26.67219352722168,27.455025602340616,26.22785697333704,27.33420562770671,517235000,24.629270044962563,26.488389100389824,71.72616068744833,0.9659004125711377,0.7319956270192104,1.3374322249419361,25.160099697113036,30.272859346067047,20.047340048159025
2022-04-04,27.31922912597656,27.51693402348017,26.57334255378141,26.688170953873744,397120000,24.75315284729004,26.599167770468057,69.2564508296128,0.9446619067078821,0.7745288829569448,1.2824428848750293,25.46005220413208,30.322018386944894,20.598086021319265
2022-04-05,25.892353057861328,27.27828491646394,25.781518427618543,27.21338125703642,436615000,24.83785915374756,26.50492580878716,56.35122494612834,0.803431802302029,0.7803094668259617,1.2764520634349232,25.68057279586792,30.1685175240871,21.19262806764874
2022-04-06,24.370628356933597,25.26229726082074,23.96723106680045,24.89684344986405,703833000,24.905219268798827,26.220352815206684,48.56983400580562,0.5622343733937853,0.7366944481395266,1.3472033444420803,25.750119113922118,30.10291240932679,21.397325818517444
2022-04-07,24.171920776367188,24.685154654000197,23.443009219516014,24.404573316992124,557992000,24.920664278666177,25.94722854336142,39.853566148101415,0.35100348251286917,0.6595562550141951,1.2972065143638112,25.827503299713136,29.99750014765607,21.657506451770203
2022-04-08,23.084548950195312,23.887351731371695,23.027634680413293,23.88136015418209,524781000,24.88625297546387,25.56553793093927,34.773819358646605,0.09476724303960538,0.5465984526192772,1.2944244145201362,25.878377437591553,29.87649009497581,21.880264780207295
2022-04-11,21.88433837890625,22.286737693089428,21.62772139927812,22.18089666337446,575207000,24.80424715677897,25.074711324001534,32.09203567578626,-0.20281090745440977,0.3967165806045398,1.3153218910284996,25.907683849334717,29.770748794234066,22.044618904435367
2022-04-12,21.47195243835449,22.69113346033533,21.250283161630705,22.503413909768646,662258000,24.738711675008137,24.594343472581926,33.32794069974274,-0.46654183079197864,0.22406489832523613,1.3442788131247265,25.834343338012694,29.98008762872186,21.688599047303526
2022-04-13,22.16991233825684,22.4664706343208,21.42302781090209,21.695621704026227,516943000,24.671578534444173,24.271085988005247,21.865845741435322,-0.6121741937475278,0.056817079910683355,1.227239319906139,25.719864177703858,30.142650111391344,21.297078244016372
2022-04-14,21.226318359375,22.743055580371745,21.131460624678123,22.47145968076089,569097000,24.58983383178711,23.865116970854547,20.90268427560771,-0.7945697334810795,-0.11346028276766923,1.2648261013535542,25.54472541809082,30.389946049814395,20.699504786367246
2022-04-18,21.75053977966309,22.055083666940355,21.047588412617543,21.16840838713387,525701000,24.551457850138345,23.583173345362354,20.888387061209713,-0.8865990631811833,-0.268088038850372,1.2623296995557267,25.311573600769044,30.422254301450614,20.200892900087474
2022-04-19,22.164918899536133,22.33965734015811,21.282235522822155,21.6876306095713,512781000,24.579615847269693,23.394072752585526,20.730624916671445,-0.9155422371366235,-0.3975788785076223,1.268962687154334,25.08511152267456,30.337273177715645,19.832949867633474
2022-04-20,21.44998550415039,22.63621474124221,21.168406183033746,22.48344288060945,468974000,24.578550656636555,23.13486111946084,21.21129497887752,-0.9848167071081342,-0.5150264442277247,1.2915719231014473,24.833386993408205,30.282062833468874,19.384711153347535
2022-04-21,20.152921676635746,22.35862922051823,19.970193839272596,21.676646537173266,656209000,24.484324645996093,22.73726919375083,19.585528725454154,-1.1313380734447236,-0.6382887700711245,1.392421497029023,24.56124305725098,30.380676198163012,18.741809916338948
2022-04-22,19.485918045043945,20.45547172662698,19.47094100755707,20.272743870360657,624713000,24.379714012145996,22.30375570725658,19.429126146789756,-1.286449541061117,-0.7679209242691231,1.3750902177480469,24.130136489868168,30.11827548971181,18.141997490024526
2022-04-25,19.87234306335449,19.915278254714234,19.067544384147865,19.17338542054896,641566000,24.30655657450358,21.979567354736304,17.602111137424927,-1.3624892986610284,-0.8868345991475042,1.3682432463814471,23.741217041015624,29.776789421588134,17.705644660443113
2022-04-26,18.76000022888184,19.758509922421837,18.64217605457202,19.68861454859501,653143000,24.221949577331543,21.550291737955707,18.097395498562392,-1.495271565072894,-1.008521992332582,1.346275839983194,23.270369625091554,29.31818780438995,17.222551445793158
2022-04-27,18.387556076049805,19.138434234103972,18.26274237009076,18.57028200080162,499460000,24.07024269104004,21.12859364970159,20.171270763413546,-1.611973768156279,-1.1292123474973215,1.271316545194075,22.759082698822024,28.63146645042854,16.886698947215507
2022-04-28,19.75251579284668,20.00713679830819,18.462441618392205,18.938729964547164,570327000,23.913343365987142,20.945116602120937,30.262222425909698,-1.5761513713044089,-1.2186001522587389,1.298276208606518,22.36427164077759,27.904867130254548,16.823676151300635
2022-04-29,18.51936149597168,20.09800480982903,18.4894055173981,19.37308688800325,500435000,23.706352297465006,20.6216825879677,29.873220460643154,-1.6284948348172819,-1.3005790887704476,1.3314414369263061,21.927972793579105,27.218835414281774,16.637110172876437
2022-05-02,19.503890991210938,19.54482835023052,18.363592711271124,18.513368785957184,572049000,23.476029459635416,20.472643708400135,39.30174156579081,-1.5724083597747516,-1.3549449429713085,1.311756300357892,21.569557666778568,26.463531268983328,16.67558406457381
2022-05-03,19.57278823852539,19.79545740017292,19.10448728291866,19.37108959561253,475751000,23.238650385538737,20.3526629790835,41.19281951944383,-1.5050507045023842,-1.3849660952775238,1.2581934302542945,21.182235622406008,25.32940060536327,17.035070639448747
2022-05-04,20.303693771362305,20.36959538950109,18.723052897130383,19.89330702802267,648855000,23.03262430826823,20.34613375138734,41.371965705001905,-1.3768201833133737,-1.383336912884694,1.30127197803658,20.902802658081058,24.418784710834313,17.386820605327802
2022-05-05,18.81591415405273,19.89530237191156,18.47242699993512,19.83739015776497,626331000,22.80662810007731,20.142104471742726,39.38992928780024,-1.3793476910752958,-1.3825390685228143,1.3169628220175489,20.62506694793701,23.853449713492132,17.39668418238189
2022-05-06,18.647167205810547,19.48291968758616,17.963188619510532,18.70807711803637,633297000,22.491265360514323,19.94277950295177,35.898331038611786,-1.3790701652092245,-1.3818452878600964,1.3535510944284643,20.34882926940918,23.22568547726849,17.471973061549868
2022-05-09,16.924741744995117,18.22779542444679,16.801923943519693,18.00712599442022,644455000,22.13373235066732,19.54037446855755,28.71855649180536,-1.5005382923568753,-1.4055838887594523,1.4098240547823857,20.04083890914917,23.00218585574607,17.079491962552268
2022-05-10,17.568777084350586,18.170879059603845,16.999626873079258,17.66263685688102,761474000,21.78012663523356,19.277494817329952,34.14631409989218,-1.5272294384942668,-1.4299129987064152,1.3939903945252616,19.825060844421387,22.849065880004176,16.801055808838598
2022-05-11,16.60521697998047,17.72654457183915,16.543311003219586,17.321149459724133,670167000,21.379857381184895,18.921191105683356,35.10270299882727,-1.607602174551726,-1.4654508338754773,1.3079045507662566,19.581724071502684,22.823158697046825,16.340289445958543
2022-05-12,16.150897979736328,16.762985458921698,15.543805069170803,16.19483304303136,708728000,20.996596082051596,18.551818688890418,35.74110478056933,-1.688493985732439,-1.5100594642468697,1.324665241529184,19.28077335357666,22.62641277875906,15.935133928394258
2022-05-13,17.679611206054688,17.901280469839755,16.568271003678,16.76298008035277,670437000,20.677738507588703,18.435524357845654,41.45920462536926,-1.6106800307320235,-1.5301835775439006,1.3891401429246883,19.103437995910646,22.390343701164372,15.81653229065692
2022-05-16,17.238271713256836,17.76149097316578,17.080508137659688,17.482907432187133,521446000,20.36327444712321,18.275890671900477,43.74588062062074,-1.5665659226132078,-1.5374600465577621,1.3499127019763755,18.877824592590333,22.015758124830196,15.73989106035047
2022-05-17,18.149911880493164,18.343623016933677,17.60772181431636,18.047064735711228,585830000,20.05763053894043,18.259093499712836,49.06476155075106,-1.4414275519415725,-1.5182535476345245,1.3663169476666346,18.677074241638184,21.41819700108191,15.935951482194458
2022-05-18,16.912757873535156,18.09099968341527,16.838868746231114,17.67861504995723,545161000,19.75831069946289,18.079582082889146,38.710691037029456,-1.4256484922616792,-1.4997325365599556,1.3442785485240394,18.45021286010742,20.96688505984827,15.93354066036657
2022-05-19,17.098480224609375,17.660640897431914,16.709060156263103,16.911758641120088,621310000,19.51590576171875,17.948768501785178,43.83820527619973,-1.3822238164465936,-1.4762307925372833,1.297348652005317,18.297490787506103,20.748968032343956,15.84601354266825
2022-05-20,16.669124603271484,17.384057299346793,15.73152367266492,17.306174410422464,739105000,19.265812555948894,17.778149315316686,37.08486911715429,-1.3667003870520809,-1.454324711440243,1.3310127939854937,18.156651115417482,20.644041168343126,15.669261062491838
2022-05-23,16.872817993164062,16.889792856501384,16.15488964039543,16.2497473783335,639889000,19.058754857381185,17.657438472363,37.84825187311572,-1.3227141775116493,-1.4280026046545242,1.3341508724749005,18.00667486190796,20.41907877987958,15.59427094393634
2022-05-24,16.129926681518555,16.572267316364297,15.756484419085185,16.485397070186654,588550000,18.86694113413493,17.453770233583743,31.235383662356,-1.332440366663814,-1.4088901570563823,1.296278806882627,17.875171184539795,20.398842713429257,15.351499655650334
2022-05-25,16.949703216552734,17.085500221228898,15.976155839200231,15.996126491080718,781132000,18.716199493408205,17.386561297979608,41.073642232625836,-1.2594808155790034,-1.3790082887609068,1.24471292192559,17.803278541564943,20.34733009982471,15.259226983305178
2022-05-26,17.824398040771484,18.06503812240844,15.998123167966272,16.012102244040566,996575000,18.57134901682536,17.44493953035186,46.31353387236874,-1.118189491109593,-1.326844529230644,1.2837974852374856,17.70687265396118,20.08032141454556,15.333423893376803
2022-05-27,18.782968521118164,18.8528639018411,18.073027617120665,18.15889990108296,738379000,18.4899040222168,17.623343395787366,58.937679190080104,-0.9182810989636252,-1.2451318431772402,1.2254562422931115,17.720053005218507,20.115326865159464,15.32477914527755
2022-05-31,18.64417266845703,19.17138563045664,18.322652065266062,18.951712293286157,664100000,18.38635845184326,17.759453965476656,55.43665809311544,-0.76226500676567,-1.148558475894926,1.1970702601918148,17.67706708908081,19.966048177804684,15.388086000356937
2022-06-01,18.292699813842773,19.024607322483025,18.09499491285466,18.69609902000983,544514000,18.25728448232015,17.83055341192547,59.09386469128778,-0.6593811165881718,-1.0507230040335753,1.1789544631210152,17.61306266784668,19.74505591228842,15.48106942340494
2022-06-02,19.562803268432617,19.589763459933454,18.17088149111336,18.26474127620349,648656000,18.194378407796226,18.06152005945976,66.90078820919317,-0.46994097130702883,-0.9345665974882661,1.193218861625958,17.576018142700196,19.529432099456592,15.622604185943798
2022-06-03,18.692100524902344,19.303189866045088,18.494395653960712,19.053562446032743,598779000,18.14568436940511,18.145597454852105,55.365083959689,-0.3856215211113181,-0.8247775822128764,1.1445063705094207,17.569827461242674,19.507417129649042,15.632237792836309
2022-06-06,18.75800323486328,19.30818269463839,18.53633395116661,19.110477812247268,422406000,18.12142054239909,18.227251558853595,58.3865984014901,-0.30990753032165586,-0.7218035718346324,1.1509967925069697,17.57536926269531,19.52651962229148,15.624218903099141
2022-06-07,18.897798538208008,18.971687674946523,18.16089738006304,18.44447458144695,388914000,18.088935724894206,18.316657822767517,54.511520769140496,-0.23590398023021208,-0.6246236535137484,1.1299567204503014,17.674022102355956,19.6852561861335,15.662788018578413
2022-06-08,18.62414932250977,19.155468465882763,18.511292984517528,18.77495525904165,363252000,18.08440736134847,18.357656689399818,61.6816509203547,-0.19706519345950824,-0.5391119615029003,1.0823233166719572,17.726790714263917,19.781311877911683,15.672269550616148
2022-06-09,18.0249137878418,18.908781946701875,18.017922772544186,18.457360468991247,395574000,18.07231928507487,18.31329096919208,55.98576483335127,-0.21219245224845906,-0.4737280596520121,1.0779860618854487,17.797775554656983,19.786173192040103,15.809377917273864
2022-06-10,16.952287673950195,17.674362380758854,16.847420542929978,17.577486341900993,465248000,17.97897834777832,18.13182386315983,51.68913206971841,-0.30719176149898075,-0.4404208000214059,1.0440546060447307,17.837845039367675,19.715734519228235,15.959955559507115
2022-06-13,15.62698459625244,16.291133887019768,15.586036677903218,15.979532724583532,604153000,17.882565784454346,17.797845294238847,43.445410777525666,-0.4838428417651741,-0.44910520837015955,1.0891508760405182,17.735213708877563,19.857919500583563,15.612507917171563
2022-06-14,15.81574249267578,16.04544781168294,15.392284148777549,15.710876316967129,469680000,17.75962750116984,17.533564920697103,48.244660762787134,-0.60167319676885,-0.4796188060498977,1.0560673109566978,17.66408724784851,19.946245430235514,15.381929065461508
2022-06-15,16.505859375,16.846422777494436,15.905627378951795,16.074410869439195,563936000,17.65739653905233,17.396537514604155,47.48380055089913,-0.632081692876703,-0.5101113834152587,1.0504484468702686,17.581884622573853,19.908367812398026,15.255401432749679
2022-06-16,15.581042289733888,15.921606622517553,15.38129832975535,15.839710789340169,545749000,17.49997482299805,17.154471484621453,37.35403669676438,-0.7224773853143205,-0.5525845837950711,0.9831374533561602,17.51529884338379,19.993687762752565,15.036909924015013
2022-06-17,15.859685897827148,15.974538557468978,15.308391988601151,15.627982329327754,630334000,17.40143388112386,16.98183340638221,32.15317249348956,-0.7628388806205244,-0.5946354431601618,0.9572575039131753,17.453359127044678,20.03536329209784,14.871354961991512
2022-06-21,16.544809341430664,16.986243386755977,16.386012332405663,16.4539261416444,483089000,17.33135528564453,16.923563531055336,37.98475693026085,-0.73111409220407,-0.6219311729689435,0.9771020698944789,17.447143363952637,20.037681100250346,14.856605627654929
2022-06-22,16.339075088500977,16.640688856262614,16.15930501560995,16.20524570615283,437135000,17.311833063761394,16.845631738714754,38.629170883380674,-0.7143385534538993,-0.6404126490659348,0.9450857435390717,17.420456218719483,20.04665735633387,14.794255081105096
2022-06-23,16.204242706298828,16.563780840059035,15.832717936177612,16.49786529329701,463680000,17.266348584493002,16.760113201059298,27.475168809625103,-0.7038105743415031,-0.6530922341210484,0.8959558103291665,17.424172019958498,20.042884505937792,14.805459533979203
2022-06-24,17.104089736938477,17.1180717654359,16.289133681115587,16.47889114280101,472153000,17.282977676391603,16.805976739176522,39.39117318085522,-0.615758855221312,-0.6456255583411012,0.884914484948107,17.431891345977782,20.045620358334908,14.818162333620654
